x,y,psi,vorticity,u,v
0.304688,0.078125,-0.0018953,0.467596,-0.0125409,0.0449319
0.304688,0.0859375,-0.00225972,0.445834,-0.0148514,0.0482539
0.304688,0.09375,-0.00264927,0.424755,-0.0172995,0.051367
0.304688,0.101562,-0.00306233,0.404393,-0.0198736,0.0542748
0.304688,0.109375,-0.00349731,0.384771,-0.022563,0.0569811
0.304688,0.117188,-0.00395266,0.365902,-0.0253576,0.0594901
0.304688,0.125,-0.00442684,0.347793,-0.0282476,0.0618063
0.304688,0.132812,-0.00491838,0.330441,-0.0312242,0.0639344
0.304688,0.140625,-0.00542582,0.313836,-0.0342786,0.0658792
0.304688,0.148438,-0.00594774,0.297964,-0.037403,0.0676453
0.304688,0.15625,-0.00648278,0.282804,-0.0405896,0.0692376
0.304688,0.164062,-0.00702958,0.268331,-0.0438313,0.0706607
0.304688,0.171875,-0.00758685,0.254516,-0.0471212,0.0719192
0.304688,0.179688,-0.00815332,0.24133,-0.0504529,0.0730174
0.304688,0.1875,-0.00872775,0.228737,-0.0538202,0.0739595
0.304688,0.195312,-0.00930894,0.216703,-0.0572173,0.0747494
0.304688,0.203125,-0.00989571,0.205191,-0.0606387,0.0753908
0.304688,0.210938,-0.0104869,0.194166,-0.0640788,0.0758872
0.304688,0.21875,-0.0110814,0.18359,-0.0675327,0.0762416
0.304688,0.226562,-0.0116782,0.173428,-0.0709953,0.076457
0.304688,0.234375,-0.0122761,0.163646,-0.0744619,0.0765359
0.304688,0.242188,-0.0128741,0.15421,-0.0779278,0.0764808
0.304688,0.25,-0.0134711,0.145089,-0.0813885,0.0762935
0.304688,0.257812,-0.0140662,0.136256,-0.0848395,0.0759759
0.304688,0.265625,-0.0146582,0.127683,-0.0882766,0.0755295
0.304688,0.273438,-0.0152463,0.119348,-0.0916954,0.0749558
0.304688,0.28125,-0.0158294,0.111231,-0.0950916,0.0742557
0.304688,0.289062,-0.0164065,0.103315,-0.0984612,0.0734302
0.304688,0.296875,-0.0169768,0.0955864,-0.1018,0.0724801
0.304688,0.304688,-0.017539,0.0880352,-0.105104,0.0714061
0.304688,0.3125,-0.0180925,0.0806549,-0.108368,0.0702087
0.304688,0.320312,-0.0186361,0.0734426,-0.111589,0.0688883
0.304688,0.328125,-0.0191689,0.0663986,-0.114762,0.0674455
0.304688,0.335938,-0.0196899,0.0595269,-0.117884,0.0658806
0.304688,0.34375,-0.0201982,0.0528346,-0.12095,0.0641941
0.304688,0.351562,-0.0206929,0.0463322,-0.123955,0.0623864
0.304688,0.359375,-0.021173,0.040033,-0.126895,0.0604581
0.304688,0.367188,-0.0216376,0.0339535,-0.129767,0.0584098
0.304688,0.375,-0.0220857,0.0281128,-0.132565,0.0562424
0.304688,0.382812,-0.0225164,0.0225326,-0.135285,0.0539568
0.304688,0.390625,-0.0229288,0.017237,-0.137923,0.0515541
0.304688,0.398438,-0.0233219,0.0122521,-0.140473,0.0490358
0.304688,0.40625,-0.0236949,0.00760611,-0.142932,0.0464033
0.304688,0.414062,-0.024047,0.00332874,-0.145295,0.0436587
0.304688,0.421875,-0.0243771,-0.0005487,-0.147556,0.040804
0.304688,0.429688,-0.0246845,-0.00399371,-0.149712,0.0378418
0.304688,0.4375,-0.0249684,-0.0069728,-0.151757,0.0347749
0.304688,0.445312,-0.0252279,-0.00945177,-0.153686,0.0316065
0.304688,0.453125,-0.0254622,-0.0113959,-0.155496,0.0283401
0.304688,0.460938,-0.0256707,-0.0127703,-0.15718,0.0249798
0.304688,0.46875,-0.0258525,-0.0135399,-0.158734,0.02153
0.304688,0.476562,-0.0260071,-0.0136703,-0.160153,0.0179954
0.304688,0.484375,-0.0261337,-0.0131271,-0.161433,0.0143814
0.304688,0.492188,-0.0262318,-0.0118772,-0.162568,0.0106937
0.304688,0.5,-0.0263008,-0.00988826,-0.163555,0.00693857
0.304688,0.507812,-0.0263402,-0.00712946,-0.164387,0.00312262
0.304688,0.515625,-0.0263496,-0.00357155,-0.165061,-0.000746926
0.304688,0.523438,-0.0263286,0.000812772,-0.165573,-0.00466239
0.304688,0.53125,-0.0262768,0.00604858,-0.165917,-0.00861559
0.304688,0.539062,-0.0261939,0.0121584,-0.16609,-0.0125979
0.304688,0.546875,-0.0260799,0.019162,-0.166089,-0.0166001
0.304688,0.554688,-0.0259346,0.0270758,-0.165909,-0.0206125
0.304688,0.5625,-0.0257578,0.0359129,-0.165546,-0.0246252
0.304688,0.570312,-0.0255498,0.0456825,-0.164999,-0.0286274
0.304688,0.578125,-0.0253105,0.0563898,-0.164264,-0.0326082
0.304688,0.585938,-0.0250403,0.0680353,-0.163338,-0.0365562
0.304688,0.59375,-0.0247393,0.0806149,-0.162221,-0.0404596
0.304688,0.601562,-0.0244081,0.0941194,-0.160909,-0.0443062
0.304688,0.609375,-0.0240471,0.108534,-0.159403,-0.0480835
0.304688,0.617188,-0.0236568,0.123838,-0.157701,-0.0517788
0.304688,0.625,-0.023238,0.140006,-0.155804,-0.0553791
0.304688,0.632812,-0.0227915,0.157005,-0.153713,-0.0588712
0.304688,0.640625,-0.0223182,0.174795,-0.151428,-0.062242
0.304688,0.648438,-0.021819,0.193332,-0.148952,-0.0654782
0.304688,0.65625,-0.0212951,0.212562,-0.146288,-0.0685664
0.304688,0.664062,-0.0207476,0.232427,-0.143438,-0.0714936
0.304688,0.671875,-0.020178,0.25286,-0.140408,-0.0742467
0.304688,0.679688,-0.0195875,0.273789,-0.137202,-0.0768131
0.304688,0.6875,-0.0189778,0.295134,-0.133827,-0.0791804
0.304688,0.695312,-0.0183503,0.316809,-0.130288,-0.0813368
0.304688,0.703125,-0.0177069,0.33872,-0.126595,-0.083271
0.304688,0.710938,-0.0170492,0.360771,-0.122754,-0.0849723
0.304688,0.71875,-0.0163792,0.382856,-0.118776,-0.0864308
0.304688,0.726562,-0.0156987,0.404866,-0.114671,-0.0876374
0.304688,0.734375,-0.0150099,0.426688,-0.11045,-0.0885842
0.304688,0.742188,-0.0143146,0.448204,-0.106125,-0.089264
0.304688,0.75,-0.0136151,0.469294,-0.101708,-0.0896711
0.304688,0.757812,-0.0129135,0.489834,-0.0972133,-0.0898006
0.304688,0.765625,-0.012212,0.5097,-0.0926545,-0.0896495
0.304688,0.773438,-0.0115127,0.528767,-0.0880464,-0.0892157
0.304688,0.78125,-0.010818,0.546911,-0.0834044,-0.088499
0.304688,0.789062,-0.0101299,0.564008,-0.0787441,-0.0875003
0.304688,0.796875,-0.00945078,0.579938,-0.0740817,-0.0862224
0.304688,0.804688,-0.0087827,0.594583,-0.0694337,-0.0846697
0.304688,0.8125,-0.00812781,0.60783,-0.0648166,-0.0828482
0.304688,0.820312,-0.0074882,0.619572,-0.0602474,-0.0807655
0.304688,0.828125,-0.00686585,0.629707,-0.0557426,-0.0784311
0.304688,0.835938,-0.00626271,0.638142,-0.0513189,-0.0758559
0.304688,0.84375,-0.0056806,0.644789,-0.0469927,-0.0730526
0.304688,0.851562,-0.00512126,0.64957,-0.0427801,-0.0700355
0.304688,0.859375,-0.0045863,0.652418,-0.0386966,-0.0668203
0.304688,0.867188,-0.0040772,0.653271,-0.0347574,-0.0634244
0.304688,0.875,-0.00359529,0.652082,-0.0309768,-0.0598664
0.304688,0.882812,-0.00314178,0.64881,-0.0273685,-0.0561664
0.304688,0.890625,-0.00271769,0.643426,-0.0239452,-0.0523457
0.304688,0.898438,-0.00232388,0.635911,-0.0207187,-0.0484265
0.304688,0.90625,-0.00196103,0.626255,-0.0176999,-0.0444322
0.304688,0.914062,-0.00162963,0.614457,-0.0148986,-0.0403871
0.304688,0.921875,-0.00132998,0.600527,-0.0123233,-0.0363162
0.304688,0.929688,-0.00106219,0.584483,-0.00998139,-0.0322453
0.304688,0.9375,-0.000826149,0.56635,-0.00787906,-0.0282004
0.304688,0.945312,-0.000621557,0.54616,-0.00602119,-0.0242082
0.304688,0.953125,-0.000447896,0.523954,-0.0044114,-0.0202956
0.304688,0.960938,-0.000304438,0.499776,-0.00305198,-0.0164896
0.304688,0.96875,-0.000190246,0.473678,-0.00194393,-0.0128171
0.304688,0.976562,-0.000104171,0.445714,-0.00108695,-0.00930532
0.304688,0.984375,-4.48507e-05,0.415942,-0.00047944,-0.00598093
0.304688,0.992188,-1.07186e-05,0.384425,-0.000118508,-0.00287045
0.304688,1,0,0.351224,0,0
0.3125,0,0,0.746182,0,0
0.3125,0.0078125,-2.27722e-05,0.719883,-0.000157684,0.00572551
0.3125,0.015625,-8.94611e-05,0.693188,-0.000611052,0.0112386
0.3125,0.0234375,-0.000198376,0.666311,-0.00134112,0.0165323
0.3125,0.03125,-0.000347778,0.639429,-0.00232963,0.0216011
0.3125,0.0390625,-0.000535893,0.612698,-0.00355908,0.0264416
0.3125,0.046875,-0.000760928,0.586254,-0.00501273,0.0310516
0.3125,0.0546875,-0.00102108,0.560214,-0.0066746,0.0354304
0.3125,0.0625,-0.00131453,0.534679,-0.00852947,0.0395782
0.3125,0.0703125,-0.00163948,0.509734,-0.0105629,0.0434964
0.3125,0.078125,-0.00199416,0.485447,-0.0127611,0.0471874
0.3125,0.0859375,-0.00237679,0.461876,-0.0151112,0.050654
0.3125,0.09375,-0.00278563,0.439064,-0.0176008,0.0538999
0.3125,0.101562,-0.00321897,0.417042,-0.0202183,0.0569292
0.3125,0.109375,-0.00367515,0.395831,-0.0229528,0.0597465
0.3125,0.117188,-0.00415251,0.375442,-0.0257939,0.0623565
0.3125,0.125,-0.00464947,0.355878,-0.0287319,0.0647644
0.3125,0.132812,-0.00516445,0.337134,-0.0317575,0.0669753
0.3125,0.140625,-0.00569596,0.319197,-0.0348621,0.0689944
0.3125,0.148438,-0.00624249,0.302048,-0.0380375,0.0708271
0.3125,0.15625,-0.00680263,0.285665,-0.041276,0.0724785
0.3125,0.164062,-0.00737497,0.270019,-0.0445703,0.0739536
0.3125,0.171875,-0.00795815,0.255078,-0.0479136,0.0752574
0.3125,0.179688,-0.00855087,0.240808,-0.0512992,0.0763946
0.3125,0.1875,-0.00915182,0.227172,-0.0547211,0.0773697
0.3125,0.195312,-0.00975977,0.214132,-0.0581734,0.0781869
0.3125,0.203125,-0.0103735,0.201648,-0.0616503,0.0788501
0.3125,0.210938,-0.0109918,0.189682,-0.0651467,0.0793629
0.3125,0.21875,-0.0116135,0.178194,-0.0686573,0.0797289
0.3125,0.226562,-0.0122376,0.167146,-0.0721771,0.0799509
0.3125,0.234375,-0.0128628,0.156501,-0.0757014,0.0800317
0.3125,0.242188,-0.0134881,0.146224,-0.0792257,0.0799739
0.3125,0.25,-0.0141124,0.136283,-0.0827452,0.0797794
0.3125,0.257812,-0.0147346,0.126647,-0.0862558,0.0794503
0.3125,0.265625,-0.0153538,0.117289,-0.089753,0.0789882
0.3125,0.273438,-0.0159688,0.108183,-0.0932326,0.0783943
0.3125,0.28125,-0.0165787,0.0993095,-0.0966904,0.07767
0.3125,0.289062,-0.0171824,0.0906498,-0.100122,0.076816
0.3125,0.296875,-0.0177789,0.0821898,-0.103524,0.0758334
0.3125,0.304688,-0.0183673,0.073919,-0.106891,0.0747227
0.3125,0.3125,-0.0189465,0.0658304,-0.110221,0.0734844
0.3125,0.320312,-0.0195155,0.0579207,-0.113507,0.072119
0.3125,0.328125,-0.0200733,0.0501902,-0.116748,0.0706269
0.3125,0.335938,-0.020619,0.0426427,-0.119937,0.0690086
0.3125,0.34375,-0.0211516,0.0352858,-0.123071,0.0672643
0.3125,0.351562,-0.02167,0.0281299,-0.126146,0.0653946
0.3125,0.359375,-0.0221734,0.0211891,-0.129157,0.0633999
0.3125,0.367188,-0.0226607,0.0144803,-0.132101,0.0612809
0.3125,0.375,-0.0231309,0.00802341,-0.134972,0.0590383
0.3125,0.382812,-0.0235831,0.00184086,-0.137766,0.056673
0.3125,0.390625,-0.0240164,-0.00404232,-0.140479,0.054186
0.3125,0.398438,-0.0244298,-0.00959888,-0.143105,0.0515787
0.3125,0.40625,-0.0248223,-0.0147995,-0.145641,0.0488527
0.3125,0.414062,-0.0251931,-0.0196131,-0.148082,0.0460098
0.3125,0.421875,-0.0255412,-0.0240069,-0.150422,0.043052
0.3125,0.429688,-0.0258658,-0.027947,-0.152658,0.0399819
0.3125,0.4375,-0.026166,-0.031398,-0.154783,0.0368023
0.3125,0.445312,-0.0264408,-0.0343241,-0.156794,0.0335162
0.3125,0.453125,-0.0266896,-0.0366886,-0.158685,0.0301273
0.3125,0.460938,-0.0269116,-0.0384545,-0.160451,0.0266396
0.3125,0.46875,-0.0271059,-0.0395847,-0.162088,0.0230574
0.3125,0.476562,-0.0272718,-0.0400423,-0.163589,0.0193855
0.3125,0.484375,-0.0274088,-0.0397907,-0.164951,0.0156293
0.3125,0.492188,-0.0275161,-0.0387941,-0.166168,0.0117945
0.3125,0.5,-0.0275931,-0.0370177,-0.167236,0.00788753
0.3125,0.507812,-0.0276393,-0.0344277,-0.168149,0.00391502
0.3125,0.515625,-0.0276542,-0.0309922,-0.168902,-0.000115692
0.3125,0.523438,-0.0276375,-0.0266809,-0.169492,-0.00419681
0.3125,0.53125,-0.0275887,-0.0214656,-0.169913,-0.00831999
0.3125,0.539062,-0.0275075,-0.0153209,-0.170161,-0.0124764
0.3125,0.546875,-0.0273937,-0.008224,-0.170231,-0.0166567
0.3125,0.554688,-0.0272472,-0.000155162,-0.170121,-0.020851
0.3125,0.5625,-0.0270679,0.0089017,-0.169825,-0.0250488
0.3125,0.570312,-0.0268558,0.0189589,-0.169341,-0.0292394
0.3125,0.578125,-0.0266111,0.0300244,-0.168665,-0.0334113
0.3125,0.585938,-0.0263338,0.0421018,-0.167795,-0.0375528
0.3125,0.59375,-0.0260243,0.0551896,-0.166727,-0.0416516
0.3125,0.601562,-0.025683,0.0692811,-0.165461,-0.0456952
0.3125,0.609375,-0.0253103,0.0843638,-0.163995,-0.0496704
0.3125,0.617188,-0.0249069,0.100419,-0.162328,-0.053564
0.3125,0.625,-0.0244734,0.117423,-0.160459,-0.0573625
0.3125,0.632812,-0.0240106,0.135344,-0.158388,-0.061052
0.3125,0.640625,-0.0235194,0.154144,-0.156118,-0.0646187
0.3125,0.648438,-0.0230009,0.173777,-0.153648,-0.0680486
0.3125,0.65625,-0.0224562,0.194191,-0.150982,-0.0713275
0.3125,0.664062,-0.0218864,0.215327,-0.148123,-0.0744417
0.3125,0.671875,-0.021293,0.237116,-0.145075,-0.0773773
0.3125,0.679688,-0.0206774,0.259485,-0.141843,-0.0801207
0.3125,0.6875,-0.0200411,0.282349,-0.138431,-0.0826589
0.3125,0.695312,-0.0193859,0.305621,-0.134848,-0.0849789
0.3125,0.703125,-0.0187133,0.329203,-0.1311,-0.0870687
0.3125,0.710938,-0.0180254,0.352993,-0.127196,-0.0889167
0.3125,0.71875,-0.017324,0.376879,-0.123145,-0.090512
0.3125,0.726562,-0.0166112,0.400747,-0.118957,-0.0918449
0.3125,0.734375,-0.0158889,0.424477,-0.114644,-0.0929062
0.3125,0.742188,-0.0151595,0.447941,-0.110218,-0.0936882
0.3125,0.75,-0.0144251,0.471013,-0.105692,-0.0941842
0.3125,0.757812,-0.0136879,0.493559,-0.101079,-0.0943889
0.3125,0.765625,-0.0129502,0.515445,-0.0963933,-0.0942982
0.3125,0.773438,-0.0122145,0.536536,-0.0916512,-0.0939096
0.3125,0.78125,-0.0114829,0.556698,-0.0868679,-0.0932222
0.3125,0.789062,-0.0107579,0.575796,-0.0820598,-0.0922367
0.3125,0.796875,-0.0100417,0.593699,-0.0772437,-0.0909553
0.3125,0.804688,-0.0093367,0.610279,-0.0724369,-0.0893822
0.3125,0.8125,-0.00864511,0.625411,-0.0676568,-0.0875231
0.3125,0.820312,-0.00796915,0.638978,-0.0629209,-0.0853857
0.3125,0.828125,-0.00731096,0.650868,-0.0582469,-0.0829794
0.3125,0.835938,-0.0066726,0.660977,-0.0536523,-0.0803154
0.3125,0.84375,-0.00605603,0.669208,-0.0491546,-0.0774066
0.3125,0.851562,-0.00546312,0.675477,-0.0447708,-0.0742676
0.3125,0.859375,-0.0048956,0.679706,-0.0405175,-0.0709148
0.3125,0.867188,-0.00435507,0.681828,-0.0364107,-0.067366
0.3125,0.875,-0.003843,0.681789,-0.0324659,-0.0636406
0.3125,0.882812,-0.00336069,0.679544,-0.0286977,-0.0597596
0.3125,0.890625,-0.00290926,0.67506,-0.0251198,-0.055745
0.3125,0.898438,-0.00248967,0.668314,-0.021745,-0.0516201
0.3125,0.90625,-0.0021027,0.659296,-0.0185851,-0.0474095
0.3125,0.914062,-0.0017489,0.648005,-0.0156506,-0.0431386
0.3125,0.921875,-0.00142866,0.634449,-0.012951,-0.0388334
0.3125,0.929688,-0.00114213,0.618649,-0.0104943,-0.0345211
0.3125,0.9375,-0.000889265,0.600632,-0.00828747,-0.030229
0.3125,0.945312,-0.0006698,0.580435,-0.00633597,-0.0259851
0.3125,0.953125,-0.000483247,0.558101,-0.00464397,-0.0218175
0.3125,0.960938,-0.000328901,0.53368,-0.00321422,-0.0177547
0.3125,0.96875,-0.000205831,0.507229,-0.00204813,-0.0138249
0.3125,0.976562,-0.000112886,0.478807,-0.00114571,-0.0100566
0.3125,0.984375,-4.8696e-05,0.448479,-0.000505592,-0.00647789
0.3125,0.992188,-1.16693e-05,0.416314,-0.000125047,-0.00311655
0.3125,1,0,0.382377,0,0
0.320312,0,0,0.786902,0,0
0.320312,0.0078125,-2.40149e-05,0.758038,-0.000160369,0.0060337
0.320312,0.015625,-9.42765e-05,0.728831,-0.000621393,0.0118355
0.320312,0.0234375,-0.000208944,0.699504,-0.00136371,0.0173989
0.320312,0.03125,-0.000366135,0.67024,-0.0023687,0.0227196
0.320312,0.0390625,-0.000563938,0.641198,-0.00361852,0.0277946
0.320312,0.046875,-0.000800425,0.612517,-0.0050961,0.0326225
0.320312,0.0546875,-0.00107366,0.584318,-0.00678516,0.0372035
0.320312,0.0625,-0.00138173,0.556702,-0.00867018,0.0415385
0.320312,0.0703125,-0.0017227,0.529755,-0.0107365,0.0456297
0.320312,0.078125,-0.00209469,0.503546,-0.01297,0.0494802
0.320312,0.0859375,-0.00249583,0.478131,-0.0153576,0.0530936
0.320312,0.09375,-0.00292428,0.45355,-0.0178867,0.0564742
0.320312,0.101562,-0.00337824,0.429835,-0.0205455,0.0596268
0.320312,0.109375,-0.00385595,0.407004,-0.0233229,0.0625566
0.320312,0.117188,-0.00435569,0.385066,-0.0262083,0.0652691
0.320312,0.125,-0.00487578,0.36402,-0.0291918,0.0677699
0.320312,0.132812,-0.00541459,0.343857,-0.0322642,0.0700646
0.320312,0.140625,-0.00597054,0.324563,-0.0354166,0.0721592
0.320312,0.148438,-0.00654208,0.306115,-0.0386407,0.0740592
0.320312,0.15625,-0.00712771,0.288487,-0.0419287,0.0757705
0.320312,0.164062,-0.00772599,0.271647,-0.0452734,0.0772983
0.320312,0.171875,-0.0083355,0.255559,-0.0486676,0.0786481
0.320312,0.179688,-0.00895487,0.240187,-0.0521049,0.079825
0.320312,0.1875,-0.00958277,0.22549,-0.055579,0.0808336
0.320312,0.195312,-0.0102179,0.211426,-0.0590841,0.0816786
0.320312,0.203125,-0.010859,0.197953,-0.0626144,0.0823641
0.320312,0.210938,-0.0115048,0.18503,-0.0661646,0.0828941
0.320312,0.21875,-0.0121542,0.172613,-0.0697297,0.083272
0.320312,0.226562,-0.012806,0.160663,-0.0733045,0.0835012
0.320312,0.234375,-0.0134589,0.149141,-0.0768845,0.0835845
0.320312,0.242188,-0.014112,0.138008,-0.0804649,0.0835246
0.320312,0.25,-0.014764,0.127231,-0.0840413,0.0833236
0.320312,0.257812,-0.0154139,0.116776,-0.0876093,0.0829836
0.320312,0.265625,-0.0160606,0.106615,-0.0911647,0.0825063
0.320312,0.273438,-0.0167031,0.0967218,-0.0947032,0.0818931
0.320312,0.28125,-0.0173402,0.087074,-0.0982207,0.0811453
0.320312,0.289062,-0.017971,0.0776525,-0.101713,0.0802638
0.320312,0.296875,-0.0185943,0.0684423,-0.105176,0.0792494
0.320312,0.304688,-0.0192092,0.059432,-0.108606,0.0781029
0.320312,0.3125,-0.0198147,0.0506142,-0.111999,0.0768246
0.320312,0.320312,-0.0204096,0.0419851,-0.11535,0.0754152
0.320312,0.328125,-0.020993,0.0335449,-0.118655,0.0738749
0.320312,0.335938,-0.0215639,0.0252973,-0.121911,0.0722042
0.320312,0.34375,-0.0221212,0.0172498,-0.125113,0.0704033
0.320312,0.351562,-0.022664,0.00941338,-0.128257,0.0684727
0.320312,0.359375,-0.0231911,0.00180228,-0.131338,0.0664128
0.320312,0.367188,-0.0237017,-0.00556602,-0.134353,0.0642242
0.320312,0.375,-0.0241946,-0.012671,-0.137296,0.0619075
0.320312,0.382812,-0.024669,-0.0194895,-0.140164,0.0594636
0.320312,0.390625,-0.0251237,-0.0259954,-0.142952,0.0568935
0.320312,0.398438,-0.0255579,-0.0321606,-0.145654,0.0541984
0.320312,0.40625,-0.0259706,-0.0379545,-0.148268,0.0513799
0.320312,0.414062,-0.0263607,-0.0433447,-0.150787,0.0484397
0.320312,0.421875,-0.0267275,-0.0482971,-0.153207,0.0453799
0.320312,0.429688,-0.0270698,-0.0527761,-0.155523,0.0422028
0.320312,0.4375,-0.0273869,-0.0567447,-0.15773,0.0389112
0.320312,0.445312,-0.0276778,-0.0601651,-0.159823,0.0355082
0.320312,0.453125,-0.0279417,-0.0629987,-0.161797,0.0319973
0.320312,0.460938,-0.0281777,-0.0652064,-0.163647,0.0283825
0.320312,0.46875,-0.0283852,-0.0667488,-0.165368,0.0246681
0.320312,0.476562,-0.0285632,-0.0675865,-0.166954,0.0208591
0.320312,0.484375,-0.0287111,-0.0676804,-0.168401,0.0169606
0.320312,0.492188,-0.0288282,-0.0669921,-0.169703,0.0129784
0.320312,0.5,-0.0289139,-0.0654837,-0.170855,0.00891903
0.320312,0.507812,-0.0289675,-0.0631188,-0.171851,0.00478916
0.320312,0.515625,-0.0289887,-0.0598621,-0.172688,0.000596203
0.320312,0.523438,-0.0289769,-0.0556802,-0.173359,-0.00365193
0.320312,0.53125,-0.0289316,-0.0505418,-0.173861,-0.00794679
0.320312,0.539062,-0.0288527,-0.0444179,-0.174188,-0.0122794
0.320312,0.546875,-0.0287398,-0.0372823,-0.174335,-0.0166401
0.320312,0.554688,-0.0285927,-0.0291119,-0.174299,-0.0210189
0.320312,0.5625,-0.0284114,-0.0198871,-0.174074,-0.0254051
0.320312,0.570312,-0.0281957,-0.0095922,-0.173658,-0.0297875
0.320312,0.578125,-0.0279459,0.0017843,-0.173047,-0.0341545
0.320312,0.585938,-0.0276621,0.0142492,-0.172238,-0.0384938
0.320312,0.59375,-0.0273445,0.0278042,-0.171227,-0.0427928
0.320312,0.601562,-0.0269934,0.0424455,-0.170012,-0.0470385
0.320312,0.609375,-0.0266095,0.0581637,-0.168592,-0.0512172
0.320312,0.617188,-0.0261932,0.0749427,-0.166965,-0.0553153
0.320312,0.625,-0.0257452,0.09276,-0.16513,-0.0593184
0.320312,0.632812,-0.0252663,0.111586,-0.163087,-0.0632123
0.320312,0.640625,-0.0247575,0.131385,-0.160836,-0.0669822
0.320312,0.648438,-0.0242197,0.152111,-0.158379,-0.0706134
0.320312,0.65625,-0.0236542,0.173713,-0.155718,-0.0740912
0.320312,0.664062,-0.023062,0.19613,-0.152856,-0.0774008
0.320312,0.671875,-0.0224448,0.219294,-0.149795,-0.0805275
0.320312,0.679688,-0.0218038,0.243129,-0.146542,-0.083457
0.320312,0.6875,-0.0211408,0.26755,-0.1431,-0.0861752
0.320312,0.695312,-0.0204573,0.292464,-0.139477,-0.0886683
0.320312,0.703125,-0.0197553,0.317771,-0.135679,-0.0909232
0.320312,0.710938,-0.0190366,0.343362,-0.131716,-0.0929275
0.320312,0.71875,-0.0183033,0.369123,-0.127596,-0.0946693
0.320312,0.726562,-0.0175574,0.39493,-0.123329,-0.0961378
0.320312,0.734375,-0.0168012,0.420657,-0.118928,-0.0973232
0.320312,0.742188,-0.0160368,0.446169,-0.114404,-0.0982166
0.320312,0.75,-0.0152665,0.471329,-0.10977,-0.0988106
0.320312,0.757812,-0.0144928,0.495995,-0.10504,-0.0990989
0.320312,0.765625,-0.0137181,0.520022,-0.100229,-0.0990769
0.320312,0.773438,-0.0129448,0.543266,-0.0953537,-0.0987412
0.320312,0.78125,-0.0121753,0.56558,-0.0904291,-0.0980903
0.320312,0.789062,-0.0114121,0.586818,-0.0854725,-0.0971244
0.320312,0.796875,-0.0106577,0.606837,-0.0805016,-0.0958453
0.320312,0.804688,-0.00991453,0.625497,-0.0755342,-0.0942567
0.320312,0.8125,-0.00918495,0.642663,-0.0705887,-0.0923642
0.320312,0.820312,-0.00847133,0.658204,-0.0656834,-0.0901754
0.320312,0.828125,-0.00777596,0.671997,-0.0608369,-0.0876996
0.320312,0.835938,-0.00710103,0.683928,-0.0560678,-0.0849481
0.320312,0.84375,-0.00644865,0.693891,-0.0513945,-0.0819341
0.320312,0.851562,-0.00582081,0.701789,-0.0468351,-0.0786726
0.320312,0.859375,-0.00521939,0.707537,-0.0424071,-0.0751804
0.320312,0.867188,-0.00464611,0.711061,-0.0381278,-0.071476
0.320312,0.875,-0.00410257,0.712299,-0.0340137,-0.0675795
0.320312,0.882812,-0.00359019,0.7112,-0.0300803,-0.0635126
0.320312,0.890625,-0.00311019,0.707728,-0.0263425,-0.0592983
0.320312,0.898438,-0.00266365,0.701857,-0.0228141,-0.0549612
0.320312,0.90625,-0.00225142,0.693572,-0.0195078,-0.0505266
0.320312,0.914062,-0.00187417,0.682874,-0.016435,-0.0460212
0.320312,0.921875,-0.00153234,0.66977,-0.0136061,-0.0414726
0.320312,0.929688,-0.00122616,0.654284,-0.01103,-0.0369088
0.320312,0.9375,-0.000955641,0.636443,-0.00871434,-0.0323587
0.320312,0.945312,-0.000720557,0.616289,-0.00666521,-0.0278517
0.320312,0.953125,-0.000520458,0.593869,-0.00488738,-0.0234174
0.320312,0.960938,-0.00035466,0.569239,-0.00338415,-0.0190854
0.320312,0.96875,-0.000222248,0.54246,-0.00215735,-0.0148856
0.320312,0.976562,-0.000122072,0.513599,-0.00120735,-0.0108479
0.320312,0.984375,-5.27506e-05,0.482727,-0.000533049,-0.00700159
0.320312,0.992188,-1.26724e-05,0.449918,-0.00013192,-0.00337604
0.320312,1,0,0.415247,0,0
0.328125,0,0,0.828289,0,0
0.328125,0.0078125,-2.5278e-05,0.796811,-0.000162896,0.00634691
0.328125,0.015625,-9.91704e-05,0.765044,-0.000631131,0.012442
0.328125,0.0234375,-0.000219684,0.73322,-0.00138499,0.0182796
0.328125,0.03125,-0.000384789,0.701526,-0.00240551,0.0238559
0.328125,0.0390625,-0.000592433,0.670129,-0.00367454,0.029169
0.328125,0.046875,-0.000840555,0.639169,-0.00517469,0.0342183
0.328125,0.0546875,-0.00112709,0.60877,-0.00688941,0.0390044
0.328125,0.0625,-0.00145,0.579034,-0.00880292,0.0435295
0.328125,0.0703125,-0.00180724,0.550048,-0.0109002,0.0477962
0.328125,0.078125,-0.00219682,0.52188,-0.0131671,0.0518085
0.328125,0.0859375,-0.00261675,0.494586,-0.0155902,0.0555707
0.328125,0.09375,-0.00306511,0.468205,-0.0181567,0.0590878
0.328125,0.101562,-0.00354,0.442767,-0.0208546,0.0623654
0.328125,0.109375,-0.00403957,0.418286,-0.0236726,0.0654093
0.328125,0.117188,-0.00456202,0.39477,-0.0266,0.0682255
0.328125,0.125,-0.00510559,0.372215,-0.0296268,0.0708203
0.328125,0.132812,-0.00566858,0.350609,-0.0327436,0.0732
0.328125,0.140625,-0.00624934,0.329934,-0.0359413,0.0753709
0.328125,0.148438,-0.00684625,0.310164,-0.0392117,0.0773393
0.328125,0.15625,-0.00745777,0.29127,-0.0425468,0.0791111
